"language","item.id","delta_Mean","k_Mean","lambda_Mean","delta_HDIlow","k_HDIlow","lambda_HDIlow","delta_HDIhigh","k_HDIhigh","lambda_HDIhigh","category","item"
"Cantonese","item_264",2.2065766872,7.238367182,14.06110080524,0.679924,0.85467,0.0585026,4.34181,18.6642,28.6434,"action_words","V4PUSH2"
"Cantonese","item_265",2.152123901,7.6385066742,11.3319074468,0.671233,0.822981,0.115353,3.85471,20.5199,23.0142,"action_words","V4PULL"
"Cantonese","item_266",1.6535951862,11.228684672,7.51609520804,0.70342,1.51714,0.0432026,2.75708,28.9274,17.0923,"action_words","V4PUSHC"
"Cantonese","item_267",2.0134984858,10.3112972738,9.413202399,0.809842,1.09276,0.16947,3.66622,24.7568,20.8613,"action_words","V4CRASH"
"Cantonese","item_268",1.4991435786,11.6058675452,6.339672231234,0.572382,1.14797,0.0135518,2.66348,29.5531,17.2915,"action_words","V4STEP"
"Cantonese","item_269",1.6647190882,10.6889790666,7.7767333638,0.623703,1.3095,0.0121551,2.95626,27.124,19.1327,"action_words","V4RIDE"
"Cantonese","item_27",1.7392523916,5.7086005632,12.2800443391,0.617382,0.771769,0.0196147,3.16313,14.2384,26.7531,"people","P2SAMSAM"
"Cantonese","item_270",2.1141406288,10.3461783316,9.6812882267,0.665715,1.1308,0.0189197,3.78153,27.8407,20.456,"action_words","V4FOLLOC"
"Cantonese","item_271",1.6286031944,15.913849472,6.452912938406,0.72081,2.98707,0.00255277,2.70197,37.4057,15.4079,"action_words","V4LINE"
"Cantonese","item_272",1.6176239764,13.60349445,6.224764237074,0.70371,2.09523,0.00437479,2.76992,31.2244,15.8034,"action_words","V4WAIT"
"Cantonese","item_273",1.8083670418,13.434904922,7.61329879118,0.704077,1.59796,0.0387627,3.18297,35.398,18.2347,"action_words","V4BRING"
"Cantonese","item_274",1.9308309368,12.473179578,9.22834489668,0.725752,1.55093,0.0210378,3.47339,30.3824,21.3094,"action_words","V4SEND"
"Cantonese","item_275",1.3862771486,18.810798074,5.28037781218542,0.507259,1.83025,5.41342e-05,2.43124,45.5406,15.1493,"action_words","V4MEET"
"Cantonese","item_276",1.8094703304,16.99443307,9.545982510096,0.565314,1.29294,0.00529759,3.70733,47.1658,25.1603,"action_words","V4HURRY"
"Cantonese","item_277",1.8025761792,14.435375762,7.14974072804,0.740438,1.61585,0.0709624,3.19184,33.8096,17.864,"action_words","V4HELP"
"Cantonese","item_278",1.8918918678,6.4968384432,12.8833801074,0.737401,0.894632,0.242976,3.24493,15.7124,25.6595,"action_words","V4BULLY"
"Cantonese","item_279",1.7621094916,9.9933945084,8.9188706943,0.705486,1.20791,0.0327127,3.11756,23.6735,20.7865,"action_words","V4GRAB"
"Cantonese","item_28",1.5275975934,5.0869486188,11.1825331761,0.606465,0.713317,0.0789568,2.54915,13.3205,23.4436,"people","P2GUMAA"
"Cantonese","item_280",1.9481061436,8.6703443926,11.23595904562,0.70248,0.82981,0.0968866,3.58324,20.0016,25.0749,"action_words","V4BORROW"
"Cantonese","item_281",1.3033682296,27.040839968,5.8915285953572,0.401393,1.5213,0.000108052,2.59499,82.043,18.8864,"action_words","V4CHNGE"
"Cantonese","item_282",1.599447384,14.316733186,6.097937005522,0.636528,1.72219,0.00975601,2.6401,38.2571,14.7693,"action_words","V4COVERC"
"Cantonese","item_283",1.8183963928,11.99006396,7.76869857806,0.622206,1.41948,0.0221817,3.13193,30.214,17.9689,"action_words","V4COVER2"
"Cantonese","item_284",1.6220229638,13.71622226,6.977363243932,0.681459,1.25113,0.00218108,3.10383,31.4404,19.2254,"action_words","V4FLIPC"
"Cantonese","item_285",1.7736423964,13.18663724,7.1408084572,0.804532,1.71409,0.114135,2.94258,30.4285,16.4523,"action_words","V4DAMAGC"
"Cantonese","item_286",1.9945466532,9.400034725,13.302059127076,0.683607,1.12585,0.103928,3.74831,23.6984,28.837,"action_words","V4FIX"
"Cantonese","item_287",1.8042806462,13.445095308,7.84288553334,0.579768,1.53031,0.0104003,3.19507,32.9802,19.0873,"action_words","V4FIX2"
"Cantonese","item_288",1.314379296,23.706584388,3.596836254418,0.565262,3.52718,0.00267782,2.19706,54.2557,11.2235,"action_words","V4DOC"
"Cantonese","item_289",1.565644313,22.710865214,5.469848172886,0.537207,1.8851,0.00287909,2.78662,62.6476,15.5367,"action_words","V4FINISH"
"Cantonese","item_29",1.729713182,6.7876514512,10.632966630692,0.62733,0.839923,0.00609126,3.11806,17.422,23.5622,"people","P2GUZE"
"Cantonese","item_290",1.3212185896,12.8390944058,4.427529582122,0.516517,0.400692,0.00195226,2.39883,36.845,13.2264,"games_routines","G5BYE"
"Cantonese","item_291",1.26990562498,1.4829798408,4406.423381228,0.0467914,0.176354,5.96439,3.12769,3.45448,9285.2,"games_routines","G5HELLO"
"Cantonese","item_292",1.4473631262,7.6812613984,6.225313824202,0.655771,0.842266,0.0117683,2.49214,19.371,15.8286,"games_routines","G5THANKC"
"Cantonese","item_293",1.579263732,12.3621345856,5.94829552742,0.546986,0.99772,0.00085605,2.78159,30.5355,15.4057,"games_routines","G5PLEASC"
"Cantonese","item_294",1.7362961088,11.030408492,7.532128972,0.774291,1.23946,0.123443,2.87621,25.7788,17.2388,"games_routines","G5SORRY"
"Cantonese","item_295",1.625921666,6.0841772768,8.2723517460924,0.72791,0.728051,0.00075451,2.82961,13.7944,18.3466,"games_routines","G5YES"
"Cantonese","item_296",1.609844778,14.549204638,6.99058502908,0.60129,1.35766,0.0143102,3.23419,38.3516,20.3423,"games_routines","G5CORREC"
"Cantonese","item_297",1.3449763742,13.230394866,3.965890203378,0.592931,1.46602,0.00927749,2.13664,31.2332,10.9085,"games_routines","G5WANT"
"Cantonese","item_298",1.6245812064,9.8780665066,6.61640097676,0.729247,1.17151,0.0207095,2.6541,23.4335,15.1834,"games_routines","G5NOTWAC"
"Cantonese","item_299",1.640012964,10.7691132666,6.74342986082,0.612146,0.988417,0.0288321,2.94145,27.6196,17.397,"games_routines","G5DONTDO"
"Cantonese","item_3",1.5610826008,2.4219053872,12.852295090058,0.570825,0.172864,0.155877,2.97254,6.55495,27.5183,"sounds","S1AIYOU"
"Cantonese","item_30",1.3819623338,7.7571933378,8.236215350838,0.544286,1.00273,0.00273614,2.37212,18.0066,20.7602,"people","P2GUZOEN"
"Cantonese","item_300",1.863972436,10.4269597136,9.116266110452,0.637992,0.824403,0.0033312,4.00638,25.3848,23.3199,"games_routines","G5NOTOKC"
"Cantonese","item_301",1.4599642254,3.8566488034,11.63764337244,0.552499,0.372473,0.0542448,2.74941,9.95994,26.9809,"games_routines","G5SHH"
"Cantonese","item_302",1.810189896,7.546227395,8.27553940622,0.719822,0.601019,0.0269434,3.23133,19.5854,18.6607,"games_routines","G5POOPC"
"Cantonese","item_303",1.2686451644,21.0676839782,4.03907885489,0.464327,1.18618,0.00134343,2.55354,53.0601,14.7934,"games_routines","G5PEEC"
"Cantonese","item_304",1.3507610094,9.7997614754,7.118199590526,0.577785,1.23526,0.00620317,2.4854,22.7347,20.626,"games_routines","G5WIPEPO"
"Cantonese","item_305",2.3197880204,4.3416076324,12.24313719108,0.88389,0.299552,0.710608,4.30531,12.2823,22.8823,"games_routines","G5WASHC"
"Cantonese","item_306",1.6032851552,8.886224179,6.88846046052,0.630725,0.810384,0.0151429,2.72179,24.2064,16.265,"games_routines","G5SLEEPC"
"Cantonese","item_307",1.6111290418,12.174560152,5.87648664248,0.760932,1.68423,0.0352284,2.67687,27.7943,14.4431,"games_routines","G5BRUSHT"
"Cantonese","item_308",1.5575234366,17.287830844,4.901032488562,0.593077,2.6201,0.00521271,2.54849,48.4447,12.4385,"games_routines","G5WASHHA"
"Cantonese","item_309",1.1437586864,28.454261558,2.481161582976,0.508285,2.26602,0.00216259,2.16105,61.0325,10.3943,"games_routines","G5EATC"
"Cantonese","item_31",1.5934425342,5.5897794366,9.66565876082,0.609163,0.531518,0.014665,2.89798,14.2896,22.6033,"people","P2KAUFU"
"Cantonese","item_310",1.4684817774,11.57124836,5.8612548005,0.659897,1.91353,0.0255728,2.42525,26.3675,15.019,"games_routines","G5MORNIN"
"Cantonese","item_311",1.7538873234,10.685455257,8.59722730194,0.657737,1.38328,0.0364164,3.20285,27.0005,20.8777,"games_routines","G5NIGHT"
"Cantonese","item_312",1.7674101762,14.103584034,6.57949563514,0.789494,1.7145,0.0688181,2.94471,31.9983,15.4689,"games_routines","G5GOSCHC"
"Cantonese","item_313",2.0537455264,3.8686620424,10.88808976154,0.782617,0.244725,0.233651,3.78868,10.3186,21.5568,"games_routines","G5OUT"
"Cantonese","item_314",1.4048217656,17.137637144,4.420428256262,0.600412,2.54619,0.0060343,2.35828,41.8224,12.4537,"games_routines","G5BUYC"
"Cantonese","item_315",1.9124844254,6.7988157038,9.898613098746,0.725184,0.634737,0.00255498,3.53661,17.7148,21.093,"games_routines","G5GREATC"
"Cantonese","item_316",1.8152865402,10.2604220376,8.95781197282,0.700924,1.2448,0.11589,3.09147,26.0581,19.8978,"games_routines","G5OK"
"Cantonese","item_317",1.804708624,12.3003706478,6.7196504064,0.79523,1.05754,0.0806816,3.02355,29.9495,15.5123,"games_routines","G5FASTC"
"Cantonese","item_318",1.6262776394,14.414996596,6.19709643224,0.749582,2.3242,0.0474182,2.6708,32.3655,14.9951,"games_routines","G5WAITC"
"Cantonese","item_319",1.3820127024,27.162514294,4.5332474538834,0.462059,1.90542,0.00014589,2.63495,75.1872,14.0769,"games_routines","G5PHONE"
"Cantonese","item_32",1.5262237992,7.64941307,9.39383199348,0.59903,0.834476,0.0191558,2.94151,16.1674,24.4714,"people","P2KAUMOU"
"Cantonese","item_320",1.6508984526,12.416170828,7.16271804554,0.63365,1.54304,0.0285791,2.79314,29.4937,17.6602,"games_routines","G5LISTE"
"Cantonese","item_321",1.891514465,10.5513548496,9.39384541378,0.669623,1.19629,0.0815575,3.53836,26.7979,22.5859,"games_routines","G5HELP"
"Cantonese","item_322",2.2831804988,9.1552220036,10.11547314216,1.01906,1.30002,1.29104,4.10207,20.3391,21.2365,"games_routines","G5ONEYR"
"Cantonese","item_323",1.674855715,1.7915606414,27.72905550486,0.443464,0.194847,0.0208509,3.46131,4.84068,52.9927,"games_routines","G5BOO"
"Cantonese","item_324",1.4367682114,7.3880290768,7.597458872944,0.577462,0.969887,0.00773623,2.31734,18.116,17.2221,"games_routines","G5FLYBUG"
"Cantonese","item_325",2.0306205512,5.8641436942,13.3473568952,0.724781,0.764454,0.31269,3.75002,14.5342,26.9451,"games_routines","G5RSP"
"Cantonese","item_326",1.9407184218,9.7320074276,11.48008613326,0.696556,1.37663,0.0500759,3.621,24.7764,25.555,"games_routines","G5TAG"
"Cantonese","item_327",1.7298429418,8.1221190478,11.75865853988,0.699988,1.18289,0.0601796,2.97751,19.1332,25.2182,"games_routines","G5HIDEC"
"Cantonese","item_328",1.8442512832,4.3765919796,8.6805068726,0.737871,0.173539,0.0932447,3.28072,12.2592,18.3783,"toys","T6BALLC"
"Cantonese","item_329",1.637565398,11.3927168834,7.074629977332,0.603849,1.04201,0.00918158,2.99801,30.7206,18.356,"toys","T6DOLLC"
"Cantonese","item_33",1.6208326212,5.1046633666,12.145680778212,0.479649,0.47433,0.00345773,2.96359,13.2003,26.9779,"people","P2JIMAA"
"Cantonese","item_330",1.9314042062,7.1154437562,8.9875901198,0.794414,0.813209,0.222167,3.33678,19.1881,18.8677,"toys","T6BOOK"
"Cantonese","item_331",1.563351081,9.4233349462,6.14084317864,0.635709,0.938919,0.009621,2.7034,24.0609,15.5732,"toys","T6PEN"
"Cantonese","item_332",1.9413182244,11.170056236,11.004196218688,0.59946,1.11221,0.00972364,3.63778,30.215,25.3787,"toys","T6PENCI"
"Cantonese","item_333",1.874097689,14.33553807,8.8705897086,0.711875,1.7636,0.0203482,3.29752,35.2404,20.7168,"toys","T6CRAYOC"
"Cantonese","item_334",2.1273998018,11.502257478,11.2896773688,0.904465,1.6222,0.388258,3.73234,26.9534,23.6781,"toys","T6GLUE"
"Cantonese","item_335",2.3787485896,7.279980069,13.27500499514,0.743145,0.664512,0.211015,4.29167,19.3507,25.34,"toys","T6STICKE"
"Cantonese","item_336",1.6252652556,10.5120831482,6.70721696494,0.660931,1.06815,0.029102,2.75334,25.7753,16.2678,"toys","T6SONG"
"Cantonese","item_337",1.9588903316,6.662229338,13.29159858058,0.733536,0.926287,0.0385184,3.62383,16.764,26.8325,"toys","T6MIKE"
"Cantonese","item_338",1.6344533854,11.712491609,7.21196952958,0.689382,1.18102,0.0770516,3.17481,26.0603,20.384,"toys","T6GUN"
"Cantonese","item_339",1.8322909544,8.0854037436,10.2992940426,0.772272,1.29556,0.227791,2.99685,19.1153,20.9073,"toys","T6BLOCKC"
"Cantonese","item_34",1.5462356378,7.8554703768,8.82840384872,0.620938,1.02934,0.0537504,2.7346,18.3511,21.6713,"people","P2JIZOEN"
"Cantonese","item_340",1.3319210342,19.390407932,5.550077407078,0.478481,1.37684,0.000981863,2.87478,45.8535,20.1102,"toys","T6WHEELC"
"Cantonese","item_341",2.0712778398,8.4202252076,11.87275852038,0.72828,0.899551,0.26418,3.67686,21.1694,24.8123,"toys","T6COOK"
"Cantonese","item_342",1.7157236782,7.41709423,11.101589109486,0.639632,1.00032,0.0853573,3.17203,18.6463,25.8128,"toys","T6BELLC"
"Cantonese","item_343",1.9480701856,5.8931946818,16.35161767544,0.624447,0.655844,0.0521916,3.8058,14.6675,33.8202,"toys","T6BALLOO"
"Cantonese","item_344",1.6817161976,17.127266002,6.775396109906,0.603655,1.33299,0.00729713,2.909,45.562,17.2133,"toys","T6STORYC"
"Cantonese","item_345",1.8735856668,9.848500938,11.67971052268,0.649583,0.936527,0.0187156,3.42967,24.1142,26.2284,"toys","T6KITEC"
"Cantonese","item_346",1.636294548,10.7253527466,9.369144866628,0.53793,1.02102,0.00379818,3.25569,27.4792,24.9113,"toys","T6CARDS"
"Cantonese","item_347",2.3265359236,5.9308936828,15.60662940332,0.675175,0.585571,0.0968388,4.55659,15.6736,29.7864,"toys","T6VGAME"
"Cantonese","item_348",1.7235932884,15.262741048,6.575055377148,0.622461,1.91755,0.00668247,2.92616,37.9662,16.088,"toys","T6TOYS"
"Cantonese","item_349",1.6301912804,15.737225042,7.559001583988,0.573909,1.31622,0.00152377,2.94303,41.4584,19.2041,"toys","T6GIFT"
"Cantonese","item_35",1.6814852766,9.3873451128,7.275562798262,0.592326,0.817202,0.00660623,2.92611,24.8831,17.1885,"people","P2NAME"
"Cantonese","item_350",1.9096463618,6.0353546196,8.34397366522,0.65669,0.286839,0.0122193,3.41018,16.8935,18.1098,"descriptive_words","X7GONEC"
"Cantonese","item_351",1.7724972212,3.1532715706,11.52871800176,0.682736,0.181104,0.0140294,3.23107,8.54388,23.1269,"descriptive_words","X7NAUGHC"
"Cantonese","item_352",1.3555538828,12.5660045108,4.85282454246,0.613566,1.64021,0.00301655,2.24727,30.5803,12.8281,"descriptive_words","X7GUAI"
"Cantonese","item_353",1.8242719574,7.1240990466,9.601066764006,0.504055,0.407582,0.00349868,3.28371,20.5685,21.1893,"descriptive_words","X7GOOD"
"Cantonese","item_354",1.9066927692,7.8022872388,12.38842250904,0.631526,0.875663,0.0175016,3.53975,19.4156,26.8528,"descriptive_words","X7BAD"
"Cantonese","item_355",1.6513181726,7.525658761,7.4458944374,0.714029,0.799748,0.0759732,2.88892,19.4858,17.5749,"descriptive_words","X7PRETTC"
"Cantonese","item_356",1.9590339058,11.414297054,8.966229275,0.867559,1.67096,0.407071,3.3613,25.6247,19.8891,"descriptive_words","X7CUTEC"
"Cantonese","item_357",1.8132201264,10.2363171044,9.62117714292,0.561767,0.711452,0.0156977,3.44502,24.0111,23.753,"descriptive_words","X7UGLY"
"Cantonese","item_358",1.92660088,9.2318034828,10.62855179106,0.669271,1.20666,0.061791,3.4715,24.5616,23.4094,"descriptive_words","X7DISGUS"
"Cantonese","item_359",1.7563493318,5.654484157,10.08861989888,0.642014,0.617923,0.0341503,3.14497,15.541,21.8241,"descriptive_words","X7SMART"
"Cantonese","item_36",1.5107182296,8.1854224658,5.53048118468,0.673061,0.59465,0.0238589,2.70909,20.4776,15.0259,"people","P2BB"
"Cantonese","item_360",2.0243324912,10.3247437264,11.827076550718,0.514082,0.997497,0.00141039,3.78409,26.6925,25.9579,"descriptive_words","X7STUPID"
"Cantonese","item_361",1.7267194646,9.9104528658,6.81550579824,0.722488,0.947614,0.0369614,2.97499,23.618,15.9298,"descriptive_words","X7HOT"
"Cantonese","item_362",1.9825458366,7.231125629,14.38565763412,0.671447,1.03528,0.135756,3.62664,17.4042,29.6482,"descriptive_words","X7WARM"
"Cantonese","item_363",1.5719349658,15.321267414,5.414661103934,0.566869,1.75756,0.00162969,2.6056,40.9186,13.6873,"descriptive_words","X7COLDC"
"Cantonese","item_364",1.8876757456,9.1740060328,11.31541109976,0.711048,1.223,0.126545,3.31188,22.2066,24.2396,"descriptive_words","X7COOL"
"Cantonese","item_365",1.7499000264,11.322162306,7.866436559452,0.73087,1.04846,0.00836955,3.10754,26.7971,18.6075,"descriptive_words","X7FRAGR"
"Cantonese","item_366",1.6141395858,10.9526605416,7.0066620324,0.604468,1.08083,0.0242187,3.0169,28.2583,18.7732,"descriptive_words","X7STINK"
"Cantonese","item_367",1.946279659,5.4528206006,9.9127355898,0.789801,0.47461,0.339126,3.37747,13.4683,20.4168,"descriptive_words","X7BAO3"
"Cantonese","item_368",1.8521014354,10.974426946,9.21368481905,0.708849,1.34648,0.00459447,3.48837,28.0166,21.1919,"descriptive_words","X7HUNGRC"
"Cantonese","item_369",1.5965230664,13.1946756142,6.157461189025,0.434931,1.01402,0.00010719,2.69723,32.5929,15.2911,"descriptive_words","X7YUMMY"
"Cantonese","item_37",1.721794968,1.93594761738,171.8845386832,0.488609,0.145221,0.276611,3.5976,4.92662,285.576,"people","P2SERNAM"
"Cantonese","item_370",1.784432659,15.601055668,7.59918215074,0.665873,1.98029,0.018842,3.13671,40.5161,18.7819,"descriptive_words","X7THIRSC"
"Cantonese","item_371",1.7643281486,11.96408904,7.96931788478,0.718869,1.28405,0.05882,3.46992,27.5214,21.1393,"descriptive_words","X7SWEET"
"Cantonese","item_372",1.6520858342,10.6165528698,8.784824806278,0.5874,1.05706,0.00917989,2.90286,26.7175,21.1766,"descriptive_words","X7SOUR"
"Cantonese","item_373",2.0063763002,8.1631777326,11.7761301276,0.823121,1.22529,0.226928,3.65881,19.2439,24.7721,"descriptive_words","X7BITTER"
"Cantonese","item_374",1.7929449774,9.443729816,8.98753086728,0.697258,1.32147,0.0240919,3.31855,22.3244,21.3139,"descriptive_words","X7SPICY"
"Cantonese","item_375",1.2891978474,20.741572428,4.1022589008396,0.432777,1.85202,0.00011805,2.36278,48.2518,13.2861,"descriptive_words","X7WET"
"Cantonese","item_376",1.9373695398,9.2524410724,12.57907275678,0.624868,1.23369,0.0341598,3.65645,22.807,28.473,"descriptive_words","X7SOFT2"
"Cantonese","item_377",1.87208493,13.31357309,9.81697482302,0.675243,1.52316,0.0235708,3.4388,34.656,23.5184,"descriptive_words","X7SOFT"
"Cantonese","item_378",1.8324200656,12.4686585734,8.81540821363,0.760776,1.62972,0.00764483,3.57742,29.9891,22.2758,"descriptive_words","X7HARD"
"Cantonese","item_379",1.8693257072,8.1860183214,10.9760755494,0.598425,0.786554,0.0229371,3.80008,20.0593,26.9165,"descriptive_words","X7STICKC"
"Cantonese","item_38",1.5298959796,7.410797961,8.36447653454,0.56541,0.771084,0.0193355,2.80234,18.21,21.1771,"people","P2FRNAM"
"Cantonese","item_380",1.7994264488,10.27562529,9.4419771807,0.734713,1.73291,0.0643694,3.21459,24.0568,21.5093,"descriptive_words","X7SMOOTH"
"Cantonese","item_381",1.8162784562,8.881227876,11.09533418215,0.723423,1.2191,0.00287511,3.36284,21.0466,24.8731,"descriptive_words","X7SLIPPY"
"Cantonese","item_382",1.6602028468,8.1539994642,7.05906364242,0.711934,0.837894,0.0368473,2.90335,21.1107,16.9154,"descriptive_words","X7AFRAID"
"Cantonese","item_383",1.766275655,3.7377164356,16.33512210516,0.581388,0.378987,0.197048,3.30597,9.45962,32.6496,"descriptive_words","X7SCAREC"
"Cantonese","item_384",1.8172479102,13.1256939118,7.97781335289,0.690443,1.5512,0.00407364,3.09465,35.6694,17.969,"descriptive_words","X7ANGRYC"
"Cantonese","item_385",1.6371333644,16.031958094,6.00836626954,0.719096,2.53236,0.0151694,2.70931,37.2825,15.0969,"descriptive_words","X7HAPPYC"
"Cantonese","item_386",2.108443304,7.9596387686,15.55292456882,0.810556,1.06765,0.0736081,4.13676,19.7885,32.1372,"descriptive_words","X7SAD"
"Cantonese","item_387",1.603656719,14.272881523,6.101286458576,0.678791,1.9049,0.00958808,2.7331,33.2781,15.3319,"descriptive_words","X7COMFOR"
"Cantonese","item_388",1.517161515,10.7334857468,6.15289372078,0.598868,1.01049,0.0121974,2.69172,27.542,16.5587,"descriptive_words","X7DIRTYC"
"Cantonese","item_389",1.8576923052,13.352451818,7.7278756848,0.871296,1.77356,0.161661,3.41012,29.2042,19.1388,"descriptive_words","X7CLEAN"
"Cantonese","item_39",1.765340884,12.711460974,7.42593805494,0.746591,1.39927,0.137134,3.21356,27.988,19.2356,"people","P2KID"
"Cantonese","item_390",1.7980260594,8.8443251744,7.3529461626,0.764064,1.00854,0.0283015,3.10682,20.1126,16.7169,"descriptive_words","X7HURTC"
